dataset_file,column,description,unit_or_format,provenance_link
data/analysis_ready/google_location_aqueduct_screen.csv,latitude,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_location_aqueduct_screen.csv,longitude,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_location_aqueduct_screen.csv,coordinate_basis,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_location_aqueduct_screen.csv,macro_region,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_location_aqueduct_screen.csv,pfaf_id,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_location_aqueduct_screen.csv,name_0,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_location_aqueduct_screen.csv,name_1,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_location_aqueduct_screen.csv,bws_raw,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_location_aqueduct_screen.csv,bws_score,Aqueduct 4.0 baseline-water-stress score used only for screening.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_location_aqueduct_screen.csv,bws_label,Aqueduct 4.0 categorical baseline-water-stress label.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_location_aqueduct_screen.csv,bwd_raw,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_location_aqueduct_screen.csv,bwd_score,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_location_aqueduct_screen.csv,bwd_label,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_location_aqueduct_screen.csv,iav_raw,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_location_aqueduct_screen.csv,iav_score,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_location_aqueduct_screen.csv,iav_label,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_location_aqueduct_screen.csv,sev_raw,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_location_aqueduct_screen.csv,sev_score,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_location_aqueduct_screen.csv,sev_label,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_location_aqueduct_screen.csv,screening_dataset,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_location_aqueduct_screen.csv,screening_baseline_period,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_location_aqueduct_screen.csv,screening_caveat,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_location_aqueduct_screen.csv,source_id,Stable identifier linking a value to metadata/source_register.csv.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_location_aqueduct_screen.csv,source_url,Primary public URL for the source.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_location_aqueduct_screen.csv,source_locator,"Printed page, table, station, dataset identifier, or webpage section containing the value.","text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_named_location_year.csv,location,Operator-reported location or analytical location identifier.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_named_location_year.csv,withdrawal_mg,Operator-reported annual water withdrawal in million U.S. gallons.,million U.S. gallons/year,Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_named_location_year.csv,discharge_mg,Operator-reported annual discharge in million U.S. gallons.,million U.S. gallons/year,Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_named_location_year.csv,consumption_mg,Operator-reported estimated annual consumption in million U.S. gallons.,million U.S. gallons/year,Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_named_location_year.csv,year,Fiscal or calendar year as reported by the source.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_named_location_year.csv,operator,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_named_location_year.csv,unit,Unit supplied by the source or declared conversion.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_named_location_year.csv,report_publication_year,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_named_location_year.csv,report_printed_page,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_named_location_year.csv,report_file,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_named_location_year.csv,is_named_location,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_named_location_year.csv,consumptive_fraction,Consumption divided by withdrawal.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_named_location_year.csv,balance_derived_consumption_mg,Withdrawal minus discharge in million U.S. gallons.,million U.S. gallons/year,Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_named_location_year.csv,balance_error_mg,Reported consumption minus withdrawal-plus-discharge balance in million U.S. gallons.,million U.S. gallons/year,Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_named_location_year.csv,qa_flag,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_named_location_year.csv,reported_cooling_note,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_named_location_year.csv,source_id,Stable identifier linking a value to metadata/source_register.csv.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_named_location_year.csv,source_url,Primary public URL for the source.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_named_location_year.csv,source_locator,"Printed page, table, station, dataset identifier, or webpage section containing the value.","text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_named_location_year.csv,withdrawal_status,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_named_location_year.csv,discharge_status,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_named_location_year.csv,consumption_status,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_named_location_year.csv,known_source_issue,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_named_location_year.csv,latitude,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_named_location_year.csv,longitude,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_named_location_year.csv,name_0,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_named_location_year.csv,macro_region,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_named_location_year.csv,bws_raw,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_named_location_year.csv,bws_score,Aqueduct 4.0 baseline-water-stress score used only for screening.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_named_location_year.csv,bws_label,Aqueduct 4.0 categorical baseline-water-stress label.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_named_location_year.csv,screening_dataset,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_named_location_year.csv,screening_baseline_period,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_named_location_year.csv,screening_caveat,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_named_location_year.csv,aqueduct_source_id,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_named_location_year.csv,aqueduct_source_url,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_named_location_year.csv,aqueduct_source_locator,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_reported_source_mix.csv,year,Fiscal or calendar year as reported by the source.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_reported_source_mix.csv,location,Operator-reported location or analytical location identifier.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_reported_source_mix.csv,source_type,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_reported_source_mix.csv,withdrawal_mg,Operator-reported annual water withdrawal in million U.S. gallons.,million U.S. gallons/year,Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_reported_source_mix.csv,report_publication_year,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_reported_source_mix.csv,report_printed_page,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_reported_source_mix.csv,operator,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_reported_source_mix.csv,unit,Unit supplied by the source or declared conversion.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_reported_source_mix.csv,source_id,Stable identifier linking a value to metadata/source_register.csv.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_reported_source_mix.csv,source_url,Primary public URL for the source.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_reported_source_mix.csv,source_locator,"Printed page, table, station, dataset identifier, or webpage section containing the value.","text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_reported_source_mix.csv,value_status,"Whether a value is reported, estimated, modeled, or study-derived.","text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_us_location_year.csv,location,Operator-reported location or analytical location identifier.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_us_location_year.csv,withdrawal_mg,Operator-reported annual water withdrawal in million U.S. gallons.,million U.S. gallons/year,Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_us_location_year.csv,discharge_mg,Operator-reported annual discharge in million U.S. gallons.,million U.S. gallons/year,Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_us_location_year.csv,consumption_mg,Operator-reported estimated annual consumption in million U.S. gallons.,million U.S. gallons/year,Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_us_location_year.csv,year,Fiscal or calendar year as reported by the source.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_us_location_year.csv,operator,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_us_location_year.csv,unit,Unit supplied by the source or declared conversion.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_us_location_year.csv,report_publication_year,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_us_location_year.csv,report_printed_page,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_us_location_year.csv,report_file,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_us_location_year.csv,is_named_location,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_us_location_year.csv,consumptive_fraction,Consumption divided by withdrawal.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_us_location_year.csv,balance_derived_consumption_mg,Withdrawal minus discharge in million U.S. gallons.,million U.S. gallons/year,Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_us_location_year.csv,balance_error_mg,Reported consumption minus withdrawal-plus-discharge balance in million U.S. gallons.,million U.S. gallons/year,Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_us_location_year.csv,qa_flag,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_us_location_year.csv,reported_cooling_note,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_us_location_year.csv,source_id,Stable identifier linking a value to metadata/source_register.csv.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_us_location_year.csv,source_url,Primary public URL for the source.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_us_location_year.csv,source_locator,"Printed page, table, station, dataset identifier, or webpage section containing the value.","text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_us_location_year.csv,withdrawal_status,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_us_location_year.csv,discharge_status,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_us_location_year.csv,consumption_status,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_us_location_year.csv,known_source_issue,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_us_location_year.csv,latitude,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_us_location_year.csv,longitude,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_us_location_year.csv,name_0,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_us_location_year.csv,macro_region,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_us_location_year.csv,bws_raw,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_us_location_year.csv,bws_score,Aqueduct 4.0 baseline-water-stress score used only for screening.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_us_location_year.csv,bws_label,Aqueduct 4.0 categorical baseline-water-stress label.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_us_location_year.csv,screening_dataset,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_us_location_year.csv,screening_baseline_period,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_us_location_year.csv,screening_caveat,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_us_location_year.csv,aqueduct_source_id,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_us_location_year.csv,aqueduct_source_url,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/google_us_location_year.csv,aqueduct_source_locator,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/mesa_daily_pathways_qc.csv,date,Observation date.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/mesa_daily_pathways_qc.csv,npdes_outfall_005,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/mesa_daily_pathways_qc.csv,reuse,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/mesa_daily_pathways_qc.csv,ponds,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/mesa_daily_pathways_qc.csv,gric,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/mesa_daily_pathways_qc.csv,me01_southern_ave,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/mesa_daily_pathways_qc.csv,me02_baseline,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/mesa_daily_pathways_qc.csv,me03_8th_street,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/mesa_daily_pathways_qc.csv,azpdes_outfall_003,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/mesa_daily_pathways_qc.csv,outfall_001_gwrp,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/mesa_daily_pathways_qc.csv,outfall_001_sewrp,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/mesa_daily_pathways_qc.csv,effluent_to_baseline,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/mesa_daily_pathways_qc.csv,valid_meter_records,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/mesa_daily_pathways_qc.csv,beneficial_reuse_mgd,Sum of Mesa pathways classified as beneficial reuse in million gallons per day.,million U.S. gallons/day,Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/mesa_daily_pathways_qc.csv,total_system_flow_mgd,Sum of complete-day Mesa pathway values in million gallons per day.,million U.S. gallons/day,Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/mesa_daily_pathways_qc.csv,complete_day,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/mesa_daily_pathways_qc.csv,beneficial_fraction,Beneficial-reuse pathway flow divided by total system pathway flow.,fraction,Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/mesa_daily_pathways_qc.csv,month,"Calendar month or month-start date, depending on dataset.","text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/mesa_daily_pathways_qc.csv,source_id,Stable identifier linking a value to metadata/source_register.csv.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/mesa_daily_pathways_qc.csv,source_url,Primary public URL for the source.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/mesa_daily_pathways_qc.csv,source_locator,"Printed page, table, station, dataset identifier, or webpage section containing the value.","text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/mesa_daily_pathways_qc.csv,value_status,"Whether a value is reported, estimated, modeled, or study-derived.","text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/meta_us_facility_year.csv,location,Operator-reported location or analytical location identifier.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/meta_us_facility_year.csv,year,Fiscal or calendar year as reported by the source.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
